id,width,height,photographer,photographer_id,photographer_url,avg_color,alt,photo_page_url,image_large_url,search_query,api_page
9629685,2868,4300,Ivan S,2563618,https://www.pexels.com/@ivan-s,#A4A5A9,Male pharmacist in surgical cap and gloves organizing shelves of medication in a pharmacy.,https://www.pexels.com/photo/back-view-of-a-pharmacist-standing-in-front-of-a-cabinet-full-of-medication-9629685/,https://images.pexels.com/photos/9629685/pexels-photo-9629685.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8657300,6720,4480,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#3B3331,A female pharmacist in a white uniform organizing bottles in a pharmacy cabinet.,https://www.pexels.com/photo/woman-in-white-uniform-looking-at-the-product-she-is-holding-from-the-cabinet-8657300/,https://images.pexels.com/photos/8657300/pexels-photo-8657300.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
19471016,4160,6240,BYB  BYB,412101727,https://www.pexels.com/@byb-byb-412101727,#ACACAE,Female pharmacist writing in notepad inside a pharmacy.,https://www.pexels.com/photo/young-pharmacist-writing-notes-19471016/,https://images.pexels.com/photos/19471016/pexels-photo-19471016.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
9742796,5551,3701,SHVETS production,30353109,https://www.pexels.com/@shvets-production,#A7D25C,Close-up of colorful pills arranged on a bright green surface representing healthcare.,https://www.pexels.com/photo/white-and-orange-medicines-on-green-surface-9742796/,https://images.pexels.com/photos/9742796/pexels-photo-9742796.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8667536,6342,4228,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#39312F,A vintage scene of a pharmacist handing a mysterious red bottle to a customer in an old-style pharmacy.,https://www.pexels.com/photo/woman-in-white-dress-handing-over-a-clear-glass-bottle-to-an-elderly-woman-8667536/,https://images.pexels.com/photos/8667536/pexels-photo-8667536.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
3873147,2000,3000,Polina Tankilevitch,2104565,https://www.pexels.com/@polina-tankilevitch,#AEB0B1,"Various colorful medicine tablets in blister packs, emphasizing healthcare and pharmaceutical concepts.",https://www.pexels.com/photo/photo-of-assorted-capsules-3873147/,https://images.pexels.com/photos/3873147/pexels-photo-3873147.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8657359,6091,4061,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#595554,A pharmacist hands medication to a customer at a classic vintage pharmacy counter.,https://www.pexels.com/photo/a-man-giving-a-small-black-bottle-to-the-woman-8657359/,https://images.pexels.com/photos/8657359/pexels-photo-8657359.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
29746450,4490,6735,Giona Mason,1751396,https://www.pexels.com/@giona-mason-1751396,#6C4E36,A historic apothecary interior showcasing antique herbal jars and a wooden statue.,https://www.pexels.com/photo/vintage-apothecary-with-herbal-jars-and-statue-29746450/,https://images.pexels.com/photos/29746450/pexels-photo-29746450.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8657297,6720,4480,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#5F5B5A,Pharmacists working in a vintage pharmacy setting with old-fashioned decor.,https://www.pexels.com/photo/pharmacist-using-laptop-in-old-fashioned-pharmacy-8657297/,https://images.pexels.com/photos/8657297/pexels-photo-8657297.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
29558980,3615,5422,Manish Jain,1176829519,https://www.pexels.com/@manish-jain-1176829519,#3C1108,"Bright neon pharmacy signs illuminate the night in Berlin, Germany.",https://www.pexels.com/photo/neon-pharmacy-signs-in-berlin-at-night-29558980/,https://images.pexels.com/photos/29558980/pexels-photo-29558980.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
14797859,4000,6000,World Sikh Organization of Canada,374585725,https://www.pexels.com/@worldsikhorg,#868583,"Pharmacist with turban and glasses in a pharmacy, standing in front of medicine shelves.",https://www.pexels.com/photo/a-bearded-man-in-white-long-sleeves-standing-near-the-shelves-with-medicines-14797859/,https://images.pexels.com/photos/14797859/pexels-photo-14797859.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
19943230,3999,2667,Markus Winkler,1430818,https://www.pexels.com/@markus-winkler-1430818,#5D6A63,"Outdoor street view of a pharmacy sign in Bangkok, Thailand.",https://www.pexels.com/photo/a-pharmacy-sign-hanging-from-a-building-19943230/,https://images.pexels.com/photos/19943230/pexels-photo-19943230.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
17553953,8192,5460,Beelith USA,640503077,https://www.pexels.com/@beelith,#C79A94,"Flat lay of yellow pills scattered on a pink surface, ideal for healthcare themes.",https://www.pexels.com/photo/yellow-beelith-pills-lying-against-a-pink-background-17553953/,https://images.pexels.com/photos/17553953/pexels-photo-17553953.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
26939096,3453,6138,Ahmet Çiftçi,1413580052,https://www.pexels.com/@ahmet-ciftci-1413580052,#191E18,"A pharmacy with illuminated signage at night, showcasing a modern urban exterior.",https://www.pexels.com/photo/illuminated-sign-of-a-pharmacy-building-in-batumi-georgia-26939096/,https://images.pexels.com/photos/26939096/pexels-photo-26939096.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
9742878,3880,5820,SHVETS production,30353109,https://www.pexels.com/@shvets-production,#196BB5,White container and scattered yellow pills on vibrant blue background.,https://www.pexels.com/photo/a-bottle-of-pills-on-a-blue-surface-9742878/,https://images.pexels.com/photos/9742878/pexels-photo-9742878.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
9742765,6000,4000,SHVETS production,30353109,https://www.pexels.com/@shvets-production,#C1ADC9,A variety of colorful pills and capsules displayed on a purple background in blister packs.,https://www.pexels.com/photo/assorted-pills-on-purple-surface-9742765/,https://images.pexels.com/photos/9742765/pexels-photo-9742765.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
15688021,5000,3333,Jonathan Borba,1491594,https://www.pexels.com/@jonathanborba,#6C685F,"Close-up of gloved hands holding botulinum toxin vials in a laboratory, ideal for medical themes.",https://www.pexels.com/photo/botox-flasks-on-doctor-hands-15688021/,https://images.pexels.com/photos/15688021/pexels-photo-15688021.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
3873146,3000,2000,Polina Tankilevitch,2104565,https://www.pexels.com/@polina-tankilevitch,#ADAFAF,Colorful assortment of pills and capsules in blister packs for healthcare and medication usage.,https://www.pexels.com/photo/photo-of-assorted-tablets-3873146/,https://images.pexels.com/photos/3873146/pexels-photo-3873146.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
9713006,3629,5444,Alex,60339926,https://www.pexels.com/@alex-60339926,#183A3C,"Two people standing outside an illuminated pharmacy at night, beneath a glowing cross sign.",https://www.pexels.com/photo/people-standing-in-front-of-an-illuminated-pharmacy-at-night-9713006/,https://images.pexels.com/photos/9713006/pexels-photo-9713006.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
31851609,5304,3753,Pho Tomass,883344227,https://www.pexels.com/@pho-tomass-883344227,#6C5A4E,"A collection of antique medicine bottles with vintage labels in a wooden cabinet, Valletta, Malta.",https://www.pexels.com/photo/vintage-medicine-bottles-displayed-in-valletta-31851609/,https://images.pexels.com/photos/31851609/pexels-photo-31851609.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
12672390,1832,2736,Diamond Rehab Thailand,118165151,https://www.pexels.com/@diamondrehab-thailand,#DCDCDC,"Close-up of various prescription pills in blister packs, highlighting medication diversity.",https://www.pexels.com/photo/red-white-blue-and-green-prescribed-drugs-12672390/,https://images.pexels.com/photos/12672390/pexels-photo-12672390.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
29380503,3648,5472,Eddson Lens,748406628,https://www.pexels.com/@eddson-lens-748406628,#899299,"Illuminated Apotheke sign on Berlin street at dusk, in front of modern buildings.",https://www.pexels.com/photo/apotheke-pharmacy-sign-on-berlin-street-29380503/,https://images.pexels.com/photos/29380503/pexels-photo-29380503.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8657373,6720,4480,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#4D4747,A pharmacist assists a customer at a vintage wooden pharmacy counter indoors.,https://www.pexels.com/photo/back-view-of-person-standing-near-the-wooden-counter-8657373/,https://images.pexels.com/photos/8657373/pexels-photo-8657373.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
12672359,3648,2442,Diamond Rehab Thailand,118165151,https://www.pexels.com/@diamondrehab-thailand,#DCDCDC,Close-up of various colored medication pills in blister packs.,https://www.pexels.com/photo/choice-of-tablets-12672359/,https://images.pexels.com/photos/12672359/pexels-photo-12672359.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
8657286,4369,6553,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#78736F,A thoughtful female pharmacist in a white coat sitting in a pharmacy.,https://www.pexels.com/photo/beautiful-woman-in-white-coat-8657286/,https://images.pexels.com/photos/8657286/pexels-photo-8657286.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
36845279,4946,6595,Horia Horobeanu,2160594764,https://www.pexels.com/@horia-horobeanu-2160594764,#3C3324,"Street scene of a neon-lit pharmacy sign in Bucharest, Romania at night.",https://www.pexels.com/photo/neon-pharmacy-sign-at-night-in-bucharest-36845279/,https://images.pexels.com/photos/36845279/pexels-photo-36845279.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
7460053,3888,5184,Rūdolfs Klintsons,30668748,https://www.pexels.com/@rudonni,#897E66,A close-up view of assorted colorful capsules and tablets on a dark background.,https://www.pexels.com/photo/close-up-shot-of-drugs-7460053/,https://images.pexels.com/photos/7460053/pexels-photo-7460053.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
15831830,5000,3333,Jonathan Borba,1491594,https://www.pexels.com/@jonathanborba,#8C6252,"Pharmacist holding a white mortar and pestle, wearing blue gloves and lab coat indoors.",https://www.pexels.com/photo/pharmacist-in-gloves-holding-mortar-15831830/,https://images.pexels.com/photos/15831830/pexels-photo-15831830.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
12512671,5497,3665,Etatics Inc.,252430999,https://www.pexels.com/@etatics-inc-252430999,#E5B85B,"A heart-shaped cluster of multicolored pills on a vibrant yellow background, symbolizing healthcare and medicine.",https://www.pexels.com/photo/heart-shaped-capsules-and-pills-12512671/,https://images.pexels.com/photos/12512671/pexels-photo-12512671.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,1
47327,4928,3264,Pixabay,2659,https://www.pexels.com/@pixabay,#959593,"Polish 100 złoty notes with pills and blister packs, illustrating medical costs.",https://www.pexels.com/photo/white-oval-medication-pill-beside-blister-pack-47327/,https://images.pexels.com/photos/47327/medications-money-cure-tablets-47327.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
7615407,3928,5892,Nataliya Vaitkevich,2906295,https://www.pexels.com/@n-voitkevich,#DFDDDC,"Assorted pills and capsules scattered on a white marble surface, highlighting pharmaceutical diversity.",https://www.pexels.com/photo/capsules-on-white-table-7615407/,https://images.pexels.com/photos/7615407/pexels-photo-7615407.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
19471015,4160,6240,BYB  BYB,412101727,https://www.pexels.com/@byb-byb-412101727,#C0BEBF,"A female pharmacist in a lab coat using a smartphone in a pharmacy, surrounded by medicine shelves.",https://www.pexels.com/photo/young-pharmacist-texting-19471015/,https://images.pexels.com/photos/19471015/pexels-photo-19471015.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
34583553,3648,2432,Juan  Pérez Gallego,259818657,https://www.pexels.com/@juan-perez-gallego-259818657,#918E89,A collection of vintage pharmaceutical bottles displayed in an antique glass cabinet.,https://www.pexels.com/photo/vintage-pharmaceutical-bottles-in-glass-cabinet-34583553/,https://images.pexels.com/photos/34583553/pexels-photo-34583553.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
8657301,6571,4381,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#554C47,A pharmacist in a lab coat selecting a medication bottle from a pharmacy shelf indoors.,https://www.pexels.com/photo/pharmacist-with-medicament-8657301/,https://images.pexels.com/photos/8657301/pexels-photo-8657301.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
29555831,4160,6240,Christina & Peter,940909194,https://www.pexels.com/@christina99999,#7C5E44,Antique pharmacy scales and apothecary jars in Heidelberg museum.,https://www.pexels.com/photo/vintage-pharmacy-museum-display-in-heidelberg-29555831/,https://images.pexels.com/photos/29555831/pexels-photo-29555831.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
15366536,1704,2586,Emmanuel Codden,1502600,https://www.pexels.com/@ehma,#513E37,"A sepia-toned image of a traditional pharmacy exterior at dusk in Mons, Belgium.",https://www.pexels.com/photo/pharmacy-store-at-dusk-15366536/,https://images.pexels.com/photos/15366536/pexels-photo-15366536.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
35544774,5152,7728,Yusuf Çelik,2469673,https://www.pexels.com/@zandatsu,#657159,"Exterior view of a pharmacy storefront with green facade in Varna, Bulgaria.",https://www.pexels.com/photo/street-view-of-pharmacy-in-varna-bulgaria-35544774/,https://images.pexels.com/photos/35544774/pexels-photo-35544774.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
29555835,6240,4160,Christina & Peter,940909194,https://www.pexels.com/@christina99999,#674F37,"Intricate 18th-century pharmaceutical jars and bust at German Pharmacy Museum, Heidelberg.",https://www.pexels.com/photo/historic-pharmacy-display-at-heidelberg-museum-29555835/,https://images.pexels.com/photos/29555835/pexels-photo-29555835.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
8657375,6720,4480,cottonbro studio,1437723,https://www.pexels.com/@cottonbro,#7C7D7F,A senior woman with eyeglasses reviews a medicine bottle at a pharmacy counter indoors.,https://www.pexels.com/photo/adult-woman-looking-at-the-medicine-bottle-8657375/,https://images.pexels.com/photos/8657375/pexels-photo-8657375.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,pharmacy stock photo,2
